id,genres,vote_average,vote_count,popularity,title,overview,tagline,keywords,score
9016,Adventure Animation Family Fantasy Science Fiction,7.2,980.0,16.141913,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",Find your place in the universe.,cyborg based on novel space marine mutiny loss of father map pirate gang treasure hunt little boy space alien animation money treasure map planet troubled teen space pirate,7.0703937886129395
9932,Comedy Crime,5.7,385.0,9.927412,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",Back in therapy,prison gold therapist gangster,6.058623006889137
2757,Comedy Crime Drama,7.3,649.0,11.624481,Adaptation.,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",alligator marriage crisis writer's block orchid,7.094543452752219
7299,Action Science Fiction Thriller,6.9,1584.0,12.671637,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.","In a future where freedom is outlawed, outlaws will become heroes.",resistance fascism totalitarian regime destroy phasing dystopia book burning outlaw government agent,6.855378702847926
11852,Comedy Fantasy,5.5,431.0,8.734328,The Hot Chick,"Not only is Jessica Spencer (Rachel McAdams) the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive (Rob Schneider), a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",The hottest chick in town just switched bodies with the luckiest loser in the world.,sexual identity sex identity human body friendship jewelry shopping mall thief breast gate keeper body-swap,5.9104315807464225
201,Science Fiction Action Adventure Thriller,6.1,488.0,11.367801,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",A generation's final journey... begins.,clone assassination ambush federation starfleet enterprise-e romulus android senate self sacrifice telepathy weapon romulans space opera,6.269638780609695
2755,Drama Comedy,6.7,365.0,11.066473,About Schmidt,"66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.",Schmidt Happens,wife husband relationship channel surfing mullet spiritual journey life changing pioneer village family gathering,6.652199498336955
121,Adventure Fantasy Action,8.0,7641.0,29.423537,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",A New Power Is Rising.,elves orcs middle-earth (tolkien) hobbit based on novel explosive cave fort army mission attack guide wizard ring sword and sorcery,7.953110095591202
1429,Crime Drama,7.2,640.0,10.271871,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",This life was so close to never happening.,prison prisoner dream drug dealer nightclub american dream male friendship melancholy girlfriend friendship aftercreditsstinger,7.0215400060501905
3131,Drama History Crime,7.1,1964.0,14.922399,Gangs of New York,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",America was born in the streets.,fire irish-american immigrant gang war pickpocket ship gang of thieves butcher pig army rescue gang,7.039456013233274
2642,Comedy Romance,5.9,505.0,7.738531,Two Weeks Notice,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",Over. Done. Finished. A comedy about love at last glance.,set sammen,6.134196982343248
4032,Comedy Drama Family,7.0,441.0,8.605742,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...","When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",neighbor child killed by animal writing class makeup artist bee sting camper cosmetologist tree climbing death in childbirth tuba bee attack,6.8455605767528755
8392,Fantasy Animation Family,8.0,1730.0,13.507299,My Neighbor Totoro,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",These strange creatures still exist in Japan. Probably.,japan mother sister sister relationship supernatural powers leave village hospital new neighbor moving new home magical creature cute anime,7.8139704244263415
640,Drama Crime,7.7,3917.0,19.833077,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",The true story of a real fake.,con man biography fbi agent overhead camera shot attempted jailbreak engagement party mislaid trust bank fraud inspired by a true story,7.630133784507603
1574,Action Comedy Crime Drama Music,6.9,695.0,13.325347,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,"If You Can't Be Famous, Be Infamous",chicago based on play or musical prison matron jazz age nude man murdered,6.813927988983565
590,Drama,7.0,461.0,14.686487,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",The time to hide is over. The time to regret is gone. The time to live is now.,london england suicide gay poetry aids drowning depression home way of life self-destruction province literature empowerment country life family's daily life sense of life homelessness leaving one's family delusion,6.849832759968564
423,Drama War,8.1,1927.0,14.811594,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,Music was his passion. Survival was his masterpiece.,individual resistance radio station war crimes loss of family child murderer hunger world war ii prisoners of war homeland deportation hiding place ghetto riot jew persecution liberation warsaw ghetto polish resistance nazis biography classical music panzer pianist,7.918743300802773
262,Comedy Drama,7.6,306.0,9.093411,The King of Comedy,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",It's No Laughing Matter.,prison show business entertainer fbi blackmail tv show public studio receptionist,7.132093460312097
4912,Comedy Crime Drama Romance Thriller,6.6,281.0,11.331072,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",Some things are better left top secret.,microfilm biography silencer intrigue,6.5930554059986575
12090,Comedy,5.3,415.0,6.001152,Just Married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",Welcome to the honeymoon from hell.,venice france prison fire europe married couple honeymoon castle just married chewing gum marriage police vacation,5.797531883984153
598,Drama Crime,8.2,1852.0,14.95927,City of God,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.","If you run you're dead... if you stay, you're dead again. Period.",male nudity street gang brazilian photographer 1970s puberty ghetto gang war coming of age woman director 1980s,7.999919151115075
9358,Horror Mystery,5.9,1046.0,12.638573,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",Death is like a boomerang. it keeps coming back,ambulance premonition hospital,6.037331105089658
1647,Action Thriller,6.2,545.0,11.485473,The Recruit,"A brilliant CIA trainee must prove his worth at the Farm, the agency's secret training grounds, where he learns to watch his back and trust no one.",Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,spy cia extramarital affair,6.325190936130449
9919,Comedy Romance,6.3,873.0,5.188107,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",One of them is lying. So is the other.,new york bet journalist therapist advertising expert relationship,6.365928709653984
6038,Action Adventure Comedy Western,6.0,707.0,7.469778,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",A Royal Kick In The Arse.,london england indian territory emperor revenge murder arrow duringcreditsstinger imperial seal,6.158337549491508
9480,Fantasy Action Crime Science Fiction Thriller,5.0,1551.0,11.415558,Daredevil,"He dwells in a world of eternal night, but the blackness is filled with sounds and scents, tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind, his other four senses function with superhuman sharpness. By day, Murdock represents the downtrodden. At night he is Daredevil, a masked vigilante stalking the dark streets of the city, a relentless avenger of justice.",A Guardian Devil,blindness and impaired vision narration marvel comic superhero daredevil hazardous waste mob hit duringcreditsstinger,5.229139043274833
14873,Family Animation Adventure,5.6,278.0,10.605851,The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",Feel the jungle beat,river musical tiger village feral child sequel bear jungle orphan vulture gong lost shake mango,6.078202010106057
12139,Family Comedy,5.5,280.0,10.378902,Dennis the Menace,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,He's armed... He's adorable... And he's out of school for the entire summer.,babysitter,6.02477691043777
11615,Drama Thriller Crime,7.3,497.0,9.930326,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,The crime is clear. The truth is not.,prison journalist texas professor death penalty death row interview murder reporter intern innocent activist,7.053398004555035
11635,Comedy,6.6,552.0,16.195894,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,"All the fun of college, none of the education.",sex doll streaking mouth to mouth resuscitation,6.595367426851684
9567,Action Drama War,6.4,582.0,10.614987,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",He was trained to follow orders. He became a hero by defying them.,u.s. army nigeria president,6.45761739983089
979,Drama Thriller Crime Mystery,7.1,550.0,16.76382,Irreversible,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",Time destroys everything.,paris prostitute rape sex nudity trauma knife assault police love revenge unsimulated sex cruelty brutality violence drug dark evil boyfriend rape and revenge underpass new french extremism,6.93402596731191
455,Comedy Drama Romance,6.2,593.0,6.262677,Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.","Sometimes, to follow your dreams... you've got to bend the rules!",london england tradition indian lead culture clash immigration role of women sikh women's soccer soccer family woman director,6.31816267304944
2671,Horror Thriller,6.9,310.0,6.486126,Ringu,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.","One curse, one cure, one week to find it",videoband unofficial remake,6.755994904645579
6171,Drama Horror Science Fiction Thriller,5.2,574.0,7.694847,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",A circle of friendship. A web of mystery. A pattern of fear.,religion and supernatural,5.634245317532621
10782,Action Drama Mystery Thriller Crime,6.2,290.0,14.327717,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,Deception is their most deadly weapon.,drug addiction military court panama military service court ranger supreme court lager military crime,6.383023705538535
9341,Action Thriller Adventure Science Fiction,5.5,531.0,11.664861,The Core,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",Earth has a deadline.,magnetic field center of the earth disaster film,5.858674760980165
10735,Comedy,5.8,377.0,6.743151,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",Trying to fit in. Born to stand out.,london england england daughter politician teenage girl father daughter relationship american abroad teen comedy woman director,6.122111244847059
1817,Thriller Drama,6.7,1087.0,9.142772,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",No options. No lies. No fear. No deals. Just keep talking.,terrorist phone booth psychopath,6.677782865424218
9506,Comedy,5.9,937.0,9.409379,Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",Feel the Love.,penalty therapist psychology aggression rage anger anger management,6.049815751006898
2662,Horror,6.0,310.0,11.00913,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,You'll never get out alive.,upper class halloween psychopath urban legend youth satanic ritual,6.268232666883341
11817,Action Comedy Fantasy,5.2,285.0,7.963481,Bulletproof Monk,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",A power beyond measure requires a protector without equal.,monk homeless person injection fall knife fight scroll the force,5.863672916740898
8326,Adventure Family Drama Comedy,6.7,396.0,17.193267,Holes,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",Some secrets are too big to keep hidden.,curse suitor false accusations reference to annabel lee digging baseball player mountain climbing,6.654451497655428
2832,Mystery Thriller,7.1,1090.0,17.955897,Identity,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",The secret lies within.,prostitute detective nevada prisoner rain motel weather multiple character ex-cop stranded murder serial killer scream storm psychiatrist convict psychopathy thunderstorm rainstorm split personality mental disorders murder mystery dissociative identity disorder isolated place,7.000317370900348
18736,Family Comedy,5.8,292.0,6.730857,The Lizzie McGuire Movie,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",The only risk in taking an adventure is not taking it at all.,,6.171532645229732
36658,Adventure Action Science Fiction Thriller,6.8,3572.0,0.913096,X2,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",The time has come for those who are different to stand united.,mutant marvel comic superhero based on comic superhuman,6.785349265899132
10708,Comedy Family,5.6,526.0,6.504927,Daddy Day Care,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",Who's your daddy?,competition success kindergarten children unemployment,5.92770188509806
10515,Adventure Fantasy Animation Action Family Romance,7.8,877.0,11.061551,Castle in the Sky,"The orphan Sheeta inherited a mysterious crystal that links her to the mythical sky-kingdom of Laputa. With the help of resourceful Pazu and a rollicking band of sky pirates, she makes her way to the ruins of the once-great civilization. Sheeta and Pazu must outwit the evil Muska, who plans to use Laputa's science to make himself ruler of the world.",Haunting and brilliant!,flying mine magic castle lost civilisation army pirate girl government agent floating pendant blue sky air pirate crystal anime,7.520657669409369
604,Adventure Action Thriller Science Fiction,6.7,3500.0,16.229317,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",Free your mind.,saving the world artificial intelligence man vs machine martial arts kung fu underground world dream hero fight computer virus key future plato precognition rave dying and death virtual reality dystopia computer faith world religion truth mission cyberpunk woman director gnosticism,6.692033249722826
1555,Drama Comedy Romance,7.0,276.0,5.94395,The Spanish Apartment,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.","They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.",paris barcelona spain alcohol roommate single travel crush student relationship break-up youth celebration group of friends,6.798195326128757
310,Fantasy Comedy,6.4,3121.0,15.947524,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",In Bruce we trust,christianity moon responsability moses street gang lovesickness journalism new love faith prayer god car crash,6.414374544917906
12,Animation Family,7.6,6292.0,25.497794,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",There are 3.7 trillion fish in the ocean. They're looking for one.,father son relationship harbor underwater fish tank great barrier reef missing child aftercreditsstinger duringcreditsstinger short term memory loss clownfish father son reunion protective father,7.559449051793908
9654,Action Crime,6.6,1949.0,13.995044,The Italian Job,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",Get in. Get out. Get even.,venice california train station helicopter austria mountain gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper,6.598294475557337
9902,Horror Thriller,6.0,652.0,14.079718,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",It's the last one you'll ever take.,life and death death of a friend parts of dead body,6.167865520193951
584,Action Crime Thriller,6.2,2087.0,2.32462,2 Fast 2 Furious,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",How Fast Do You Want It?,miami car race sports car los angeles car automobile racing,6.243009402067804
290,Comedy Drama,7.4,450.0,8.387026,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,There's only one thing stranger than what's going on inside his head. What's going on outside.,film business screenplay film producer screenwriter cinema mass murder los angeles,7.100321749237741
170,Horror Thriller Science Fiction,7.1,1816.0,17.656951,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",His fear began when he woke up alone. His terror began when he realised he wasn't.,london england taxi manchester city submachine gun gas station survivor daughter laboratory hospital zombie brutality church violence rage epidemic military virus waking from coma animal research,7.035143929478956
9471,Action Adventure Comedy,5.2,930.0,7.821116,Charlie's Angels: Full Throttle,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.",This summer the Angels are back.,robbery secret identity secret agent,5.504554601893684
1927,Drama Action Science Fiction,5.3,1571.0,15.422638,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",Unleash the hero within,california san francisco monster general gun dna mutation psychology berkeley transformation frog president marvel comic superhero golden gate bridge doctor fear scientist dog desert anger mirror phone military cell hulk superhuman strength repressed memory repression,5.483758366316023
10327,Comedy,5.2,386.0,7.288046,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",Bigger. Bolder. Blonder.,washington d.c. boston chambers of a barrister tierversuch lawyer,5.76023007015011
296,Action Thriller Science Fiction,5.9,2177.0,20.818907,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",The Machines Will Rise.,saving the world artificial intelligence man vs machine cyborg killer robot sun glasses leather jacket nanotechnology rocket launcher firemen veterinarian fire engine dystopia psychiatrist,5.973648661524097
22,Adventure Fantasy Action,7.5,7191.0,47.326665,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",Prepare to be blown out of the water.,exotic island blacksmith east india trading company gold marriage proposal mutiny jamaica skeleton daughter governor wooden eye gold coin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirate ship capuchin monkey tortuga,7.467855774246246
8698,Fantasy Action Thriller Science Fiction,5.7,1181.0,10.488765,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",The power of seven become a league of one.,saving the world vampire bite men invisible man captain nemo allan quatermain venezia immortal,5.860796317018206
8961,Adventure Action Comedy Thriller Crime,6.3,1588.0,8.191436,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.","If you can't stand the heat, get out of Miami.",miami ku klux klan cuba undercover mexican standoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence foot chase interrogation car chase drug lord exploding house narcotics cop illegal drugs dea agent buddy cop criminal underworld action hero haitian gang minefield,6.340448154301228
9486,Adventure Action Comedy,6.0,875.0,8.739991,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,"He knows no fear, he knows no danger, he knows nothing.",spy hero queen intelligence coronation funeral secret agent queen elisabeth ii weapon spoof explosion agent pen duringcreditsstinger,6.134942027666905
1996,Action Adventure Fantasy Thriller,5.5,1443.0,13.076349,Lara Croft Tomb Raider: The Cradle of Life,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,riddle treasure medallion kenia alexander the great pandora's box chinese mafia treasure hunt hong kong archaeologist based on video game archeology ,5.666820577980804
12279,Action Adventure Comedy Family Science Fiction,4.7,525.0,8.025145,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",3rd Mission. 3rd Dimension.,video game intelligence liberation child hero mission,5.3277370844438
8273,Comedy Romance,6.0,1158.0,14.397139,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",Forever hold your piece.,handcuffs sister sister relationship spanner blow job stag night wedding,6.108048651730472
10330,Comedy,6.0,919.0,7.867999,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,single parent brother sister relationship mistake in person bride talk show body exchange motherly love high school mother daughter relationship wedding psychiatrist body-swap music band teen comedy child as an adult adult as a child,6.129914551614963
